Column,dipl,HS_corr,HS_persname,HS_persname_check,HS_comment,HS_link,dipl_ctx_lr15,pb_n,doc,persname,dipl-ids
653,Schmalh.,,Johannes Theodor Schmalhausen,true,empty,empty,"niedriger Strauch mit fiederförmig eingeschnittenen B. 1 Art in Turkestan , Tr. karataviensis Rgl. et Schmalh. 581. Stilpnophytum Less. Kf. ziemlich klein bis mittelgroß , ebensträußig , homo- gam ; Hülle",283,NatürlichePflanzenfamilien_1887_Engler,Johannes_Theodor_Schmalhausen,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23598', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23599_virtualSpan']"
654,Schmalhausen,,Johannes Theodor Schmalhausen,true,empty,empty,"P. gilt dasselbe wie von Chrysocoma ( S. 169 ) . 580. Trichanthemis Rgl. et Schmalhausen . Kf. mittelgroß , einzeln lang gestielt , homogam ; Hüllb. 3—4reihig ; Blbd.",283,NatürlichePflanzenfamilien_1887_Engler,Johannes_Theodor_Schmalhausen,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23596', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23597_virtualSpan']"
655,Damaſceni,,Johannes von Damaskus,true,empty,empty,"Empirica genant / in di⸗ ſem kleinen Kreutterbůchlin / betrachtet den befehl des theuren Meiſters Damaſceni / da er ſpricht : Herbis cognitis vtendum eſt , quarum copia haberi poteſt .",NaN,Experimenta-VR_1550_Schellenbeg,Johannes_von_Damaskus,"['RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sSpan2940', 'RIDGES_Herbology_Version9.0/Experimenta-VR_1550_Schellenbeg#sTok2941_virtualSpan']"
656,Johanſen,persname anpassen,Johann Kasimir (Pfalz-Simmern),false,im Kontext vermutlich dieser Johann gemeint - sonst kein Johann als Pfalzgraf...,empty,vnnd Hertzogen in Beyern : Dem auch Durchleuchtigen / Hochgebornen Fuͤrſten vnd Herren / Herren Johanſen / Pfaltzgrafen bey Rhein / vnd Grafen zu Oel⸗ dentz / meinem gnedigsten vnd G.,NaN,NeuwKreuterbuch-VR_1588_Theodorus,Johansen,"['RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sSpan40159', 'RIDGES_Herbology_Version9.0/NeuwKreuterbuch-VR_1588_Theodorus#sTok40160_virtualSpan']"
657,Ger.,,John Gerard,true,empty,empty,. Lepidium Linn. G. no. 645 . Roy. 334 . 5. NOM. SPEC Naſturtium hortenſe Ger. 250 . Rai. I. 825 . Heuch. Ind 13 . Heiſt. I. 22 . Naſturtium,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,John_Gerard,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35385', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35386_virtualSpan']"
658,Ger.,,John Gerard,true,empty,empty,. Ludvv. no. 201 . 5. NOM. SPEC. Conſolida minor Matth. 963 . Prunella . Ger. 632 . Rai . I. 551 . Syn . 238 . Prunella vulgaris Trag. 301,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,John_Gerard,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35411', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35412_virtualSpan']"
659,Ger.,,John Gerard,true,empty,empty,"12 . Faba flore candido , lituris nigris conſpicuo Tourn. 391 . Faba major hortenſis Ger. 1209 . Faba major vulgaris Lob. adv 392 . Vaill. 52 . Vicia caule erecto",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,John_Gerard,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35278', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35279_virtualSpan']"
660,Ger.,,John Gerard,true,empty,empty,EμΦρ. 139 . Agrimonia ſeu Eupatorium I. B. II 398 . Agrimonia Ruell. 597 . Ger. 712 . Rai. I. 400 . Syn. 202 . Agri- monia inodora Kram. 32 .,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,John_Gerard,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35320', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35321_virtualSpan']"
661,GERARD.,,John Gerard,true,empty,empty,"I. p. 188 . DALIB. pariſ. 305 . Agroſtis panicula ſpicata , glumis echinatis . GERARD. fl. gallopr. p. 83 . Gramen caninum maritimum , ſpica echinata . BAUH. pin. p.",45,BeschreibungDerGraeser-c37-48_1769_Schrebers,John_Gerard,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31848', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31849_virtualSpan']"
662,Balf.,,John Hutton Balfur,true,empty,empty,", völlig ganzrandigen , schmalen , etwas flei- schigen B. 12 Arten . A. rhynchocarpa Balf. fil. auf der Insel Rodriguez bei Mauritius , 3 auf den Feuerlandsinseln , 3 in",281,NatürlichePflanzenfamilien_1887_Engler,John_Hutton_Balfur,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23546', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23547_virtualSpan']"
663,Kir.,,John Kirk,true,empty,empty,", weißwolliges , rasenbildendes Kraut mit wurzelständigen B. 1 Art , C. chrysocoma Kar. et Kir. , im Alataugebirge . 576. . Asaemia Harv. Kf. klein , einzeln zwischen seitlichen Blattbüscheln",283,NatürlichePflanzenfamilien_1887_Engler,John_Kirk,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23583', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23584_virtualSpan']"
664,Kir.,,John Kirk,true,empty,empty,"Müller ( Fig. 129 Q—S ) , im gemäßigten Australien . 575. Cancrinia Kar. et Kir. Kf. einzeln auf schaftförmigen , blattlosen Stengeln , homogam ; Hülle ∞reihig ; Bl. 5zählig",282,NatürlichePflanzenfamilien_1887_Engler,John_Kirk,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23581', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23582_virtualSpan']"
665,Park.,,John Parkinson,true,empty,empty,". 5. NOM. SPEC. Malva officinarum flore majore rubro Heiſt. II. 18 . Malva vulgaris Park. 299 . Rai. I. 599 . Syn. 257 . Malva vulgaris flore majore , folio",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,John_Parkinson,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35361', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35362_virtualSpan']"
666,Park.,,John Parkinson,true,empty,empty,C. B. pin. 142 . Flos regius . Dod. 252 . Delphinium majus five vulgare Park. Par. 276 . no. 1 . 279 . fig. 3. Rai. 1 . 708 .,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,John_Parkinson,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35471', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35472_virtualSpan']"
667,Parck.,,John Parkinson,true,empty,empty,n. 296 . 5. NOM. SPEC. Abſinthium flore luteo officinarum Heuch. Ind. 45 Abſinthium vulgare Parck. 98 . Rai. I. 366 . Syn. 188 Heiſt. I. 1 . Abſinthium vulgare maius,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,John_Parkinson,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35215', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35216_virtualSpan']"
668,PARCKINSON,,John Parkinson,true,empty,empty,"nur in Gaͤrten gefunden ; es iſt aber derſelben gantze Geſtallt , welche ſehr wohl PARCKINSON und aus dieſem RAIVS 1. c. beſchreibet und DODONAEVS abbil⸗ det , gar vieles unterſchieden",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,John_Parkinson,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35480', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35481_virtualSpan']"
669,Parck.,,John Parkinson,true,empty,empty,terreſtre I. Bauh. III. 136 . Millefolium flore albo Heuch. Ind. 48 . Millefolium vulgare Parck. 693 . Rai. 345 . Syn. 183 . Millefolium vulgare album C. B. pin. 140,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,John_Parkinson,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35244', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35245_virtualSpan']"
670,Johrenius,persname anpassen,Martin Daniel Johren,false,"Martin Daniel Johren: ""Vade Mecum Botanicum [...]"" (1717)",https://www.digitale-sammlungen.de/de/view/bsb10301974,"telmaͤſzige Figur davon giebt , uͤbrigens aber es mit dem Gramen paniculatum pratenfe verwechſelt ; Johrenius , der das rechte Mannagras zwar be⸗  ſchreibt † ) , aber das Gramen paniculatum",41,BeschreibungDerGraeser-c37-48_1769_Schrebers,Johrenius,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31819', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31820_virtualSpan']"
671,Jörg,persname anpassen,Johann Christian Gottfried Jörg,false,"""Nach Jörg wirken die Wohlverleiblumen vorzugsweise auf die Verdauungsorgane und das Gehirn.""",https://www.digitale-bibliothek-mv.de/viewer/fullscreen/PPN1683367529/198/LOG_0016/,"Beſtandtheile der Blätter ſind dieſelben , nur iſt die Menge des Harzes vermindert . Nach Jörg wirken die Wohlverleiblumen vorzugsweiſe auf die Verdauungsorgane und das Gehirn . Auf der Haut bewirken",320,GemeinnuetzigesKraeuterbuch_1874_Siegmund,Jörg,"['RIDGES_Herbology_Version9.0/GemeinnuetzigesKraeuterbuch_1874_Siegmund#sSpan27466', 'RIDGES_Herbology_Version9.0/GemeinnuetzigesKraeuterbuch_1874_Siegmund#sTok27467_virtualSpan']"
672,P.,,José Antonio Pavón y Jiménez,true,empty,empty,— 2 Arten in den Anden von Bolivia und Peru . L. uni- florum ( P. E. ) Benth. et Hook. fil. in mehreren Abarten ( Fig. 131 A ) .,285,NatürlichePflanzenfamilien_1887_Engler,José_Antonio_Pavón_y_Jiménez,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23606', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23607_virtualSpan']"
673,P.,,José Antonio Pavón y Jiménez,true,empty,empty,"Amerika , von Mexiko bis Argentinien , besonders in den Anden . Sect. I. Paranephelius P. E. ( als Gatt. ) 1köpfige Pfl. mit großen , zwischen den wurzel- ständigen B.",285,NatürlichePflanzenfamilien_1887_Engler,José_Antonio_Pavón_y_Jiménez,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23605', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23606_virtualSpan']"
674,P.,,José Antonio Pavón y Jiménez,true,empty,empty,"Gattungen beschrieben ( Oligactis Cass. , Sinclairia H. A. , Munnozia R. P. , Prionolepis P. E. , Chrysastrum W. , Alibum Less. , Erato DC. , Kastnera Schultz Bip. )",285,NatürlichePflanzenfamilien_1887_Engler,José_Antonio_Pavón_y_Jiménez,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23622', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23623_virtualSpan']"
675,P.,,José Antonio Pavón y Jiménez,true,empty,empty,"Juss. ) Kf. ziemlich klein , zwischen den B. 565. Soliva R. P. ( Solivaea Cass. , Gymnostyles",280,NatürlichePflanzenfamilien_1887_Engler,José_Antonio_Pavón_y_Jiménez,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23527', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23528_virtualSpan']"
676,P.,,José Antonio Pavón y Jiménez,true,empty,empty,"vielfach als besondere Gattungen beschrieben ( Oligactis Cass. , Sinclairia H. A. , Munnozia R. P. , Prionolepis P. E. , Chrysastrum W. , Alibum Less. , Erato DC. , Kastnera",285,NatürlichePflanzenfamilien_1887_Engler,José_Antonio_Pavón_y_Jiménez,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23621', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23622_virtualSpan']"
677,P.,,José Antonio Pavón y Jiménez,true,empty,empty,"von Chile und Argentinien bis zum südlichen Brasilien und Niedrige , niederliegende oder rasenbildende Kräuter mit geteilten B. 6 Arten . S. sessilis R. P. ( Fig. 129 H )",280,NatürlichePflanzenfamilien_1887_Engler,José_Antonio_Pavón_y_Jiménez,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23531', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23532_virtualSpan']"
678,Tourn.,,Joseph Pitton de Tournefort,true,empty,empty,. Rai. 345 . Syn. 183 . Millefolium vulgare album C. B. pin. 140 . Tourn. 495 . Rupp. 174 . Dill. 140 . Boerh. I. 112 . Vaill. 127 .,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35247', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35248_virtualSpan']"
679,Tourn.,,Joseph Pitton de Tournefort,true,empty,empty,279 . fig. 3. Rai. 1 . 708 . Delphini- um hortenſe flore ſimplici cœruleo Tourn. 426 . Boerh. I. 302. an Delphinium ſativum Riv. Tab. 224 . Heuch. Ind. 42,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35473', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35474_virtualSpan']"
680,Tourn,,Joseph Pitton de Tournefort,true,empty,empty,"84 . Triphylloides Ponted . Anth. 241 . 5. NOM. SPEC. Trifolium pratenſe flore monopetalo Tourn . 404 . Boerh. II. 31 . Trifolium ſpicis villoſis , caule diffuſo , foliis",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35299', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35300_virtualSpan']"
681,Tourn.,,Joseph Pitton de Tournefort,true,empty,empty,"andern Art genommen , welche genennet wird Caprifolium Germanicum flore rubello ferotinum Broſſ. 40 . Tourn. 608 . 90c. Hortul. p. 14 . Tab. VII. TAB. 26 . Lat. Conſolida regalis",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35452', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35453_virtualSpan']"
682,TOURNEFORT,,Joseph Pitton de Tournefort,true,empty,empty,"Blume von C. BAUHINO 1. c. flos ex purpura nigreſcens genennet wird , bey dem TOURNEFORT aber p. 392. eine beſondere Art ausmachet , Faba flore ex purpura nigreſcente genanndt .",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35283', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35284_virtualSpan']"
683,Tourn.,,Joseph Pitton de Tournefort,true,empty,empty,cæruleo Heuch. Ind. 24 . Brunella major folio non diffecto C. B pin. 260 . Tourn. 182 . Rupp. 180 . Boerh. I. 169 . Vaill. 22 . Brunella vulgaris foliis,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35420', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35421_virtualSpan']"
684,TOVRNEFORT,,Joseph Pitton de Tournefort,true,empty,empty,damals dieſe 3. unterſchiedene Arten in dem Univerſitaͤts⸗Garten gezogen worden . Daher hat ohne Zweifel TOVRNEFORT und KRAMER 1. c. eben die⸗ ſelbe als ſo viele Arten angezeiget und LINNÆVS auch,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35342', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35343_virtualSpan']"
685,Tourn.,,Joseph Pitton de Tournefort,true,empty,empty,den und heilet alte Schaͤden . 4. NOM. GEN. Delphinium . Rai I. 708 . Tourn. 426 . Riv. III. p. 27 . Heuch. Ind. 42 . Rupp. 211 . Dill.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35455', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35456_virtualSpan']"
686,Tourn.,,Joseph Pitton de Tournefort,true,empty,empty,ein Sal fixum . 4. NOM. GEN. Abſinthium Rai. I. 366 . Syn. 188 . Tourn. 457 . Heuch. Ind. 45 . Rupp. 196 . Dill. 157 . Boerh. I. 126,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35203', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35204_virtualSpan']"
687,Tourn.,,Joseph Pitton de Tournefort,true,empty,empty,Fluſz der Weiber . 4. NOM. GEN. Trifolium Rai. I. 941 . Syn. 327 . Tourn. 404 . Riv. II. p. 11 . Heuch. Ind. 31 . Rupp. 206 . Boerh.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35287', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35288_virtualSpan']"
688,Tourn.,,Joseph Pitton de Tournefort,true,empty,empty,friſchen Wunden . 4. NOM. GEN. Millefolium Rai. 1 . 345 . Syn. 182 . Tourn. 495 . Heuch. Ind. 48 . Rupp. 174 . Dill. 140 . Boerh. I. 112,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35228', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35229_virtualSpan']"
689,Tourn.,,Joseph Pitton de Tournefort,true,empty,empty,"fructu albo majore Heiſt . II. 12 . Faba flore candido , lituris nigris conſpicuo Tourn. 391 . Faba major hortenſis Ger. 1209 . Faba major vulgaris Lob. adv 392 .",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35277', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35278_virtualSpan']"
690,TOURN.,,Joseph Pitton de Tournefort,true,empty,empty,"glumis . BARREL. rar. 1169 . ic. 718 . Gramen ſpicatum , locuſtis echinatis . TOURN. inſt. 519 . Dieſe Grasgattung macht einen 1 bis  1 1/2 Ellen breiten Stock ,",45,BeschreibungDerGraeser-c37-48_1769_Schrebers,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sSpan31859', 'RIDGES_Herbology_Version9.0/BeschreibungDerGraeser-c37-48_1769_Schrebers#sTok31860_virtualSpan']"
691,Tourn.,,Joseph Pitton de Tournefort,true,empty,empty,I. 168 . Abſinthium Ponticum ſeu Romanum officinarum ſeu Dioſcoridis C. B. pin. 138 . Tourn. 457 . Rupp. 196 . Dill. 157 . Boerh. I. 126 . Artemiſia foliis com-,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35219', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35220_virtualSpan']"
692,Tourn.,,Joseph Pitton de Tournefort,true,empty,empty,monia inodora Kram. 32 . Agrimonia flore pallide luteo Heuch. Ind. 16 . Agrimonia officinarum Tourn. 301 . Rupp. 100 . Dill. 129 . Boerh. I. 79 . Vaill. 3 .,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35324', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35325_virtualSpan']"
693,Tourn.,,Joseph Pitton de Tournefort,true,empty,empty,Naſturtium vulgare hortenſe flore rubeolo Kram. 22 . Naſturtium vulgatum C. B. pin. 103 . Tourn. 213 . Rupp. 86 . Boerh. II. 8 . Lepidium foliis oblongris varie diviſis &,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35391', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35392_virtualSpan']"
694,Tourn.,,Joseph Pitton de Tournefort,true,empty,empty,Pr. I. 59 . Rupp. 250 . Kram. 142 . Caprifolium Rai. Syn. 458 . Tourn. 608 . Dill. 109 . Boerh. II. 226 . Vaill. 27 . Heiſt. I. 7,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35438', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35439_virtualSpan']"
695,Tourn.,,Joseph Pitton de Tournefort,true,empty,empty,ſiliquarum Fa- barum . 4. NOM. GEN. Faba Rai. I. 909 . Syn. 323 . Tourn. 391 . Riv. II. p. 12 . Heuch. Ind. 32 . Pr. I. 64 .,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35259', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35260_virtualSpan']"
696,Tourn.,,Joseph Pitton de Tournefort,true,empty,empty,Stelle brauchen . 4 . NOM. GEN. Malva Rai. I. 597 . Syn. 251 . Tourn. 94 . Heuch. Ind. 3 . Pr. I. 13 . ſeqq. II. 28 . Rupp.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35348', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35349_virtualSpan']"
697,Tourn.,,Joseph Pitton de Tournefort,true,empty,empty,"Syn. 257 . Malva vulgaris flore majore , folio ſinuato I. B. II. 949 . Tourn. 95 . Boerh. I. 268 . Vaill. 124 . Malva ſylveſtris folio ſinuato C. B.",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35363', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35364_virtualSpan']"
698,Tourn.,,Joseph Pitton de Tournefort,true,empty,empty,und præſerviret das Ausfallen der Haare . 4. NOM. GEN. Naſturtium Rai. I. 824 . Tourn. 213 . Heuch. Ind. 13 . Rupp. 86 . Boerh. II . 8 . Heiſt.,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35375', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35376_virtualSpan']"
699,TOVRNEFORT,,Joseph Pitton de Tournefort,true,empty,empty,"vielleicht diejenige varietaͤten flo- re cœruleo und purpuro-rubro , welche aus dem Horto Catholi- co TOVRNEFORT 1. c. anfuͤhret . Einer gantzen Blume in⸗ wendige und auswendige Geſtallt iſt zu ſehen",NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35373', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35374_virtualSpan']"
700,Tourn.,,Joseph Pitton de Tournefort,true,empty,empty,wird . 4. NOM. GEN. Prunella . Rai. I. 551 . Syn. 238 . Brunella Tourn. 182 . Riv. I. p. 10 Heuch. Ind. 24 . Rupp. 180 . Dill. 91,NaN,BlackwellischesKraeuterbuch_1750_Blackwell,Joseph_Pitton_de_Tournefort,"['RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sSpan35398', 'RIDGES_Herbology_Version9.0/BlackwellischesKraeuterbuch_1750_Blackwell#sTok35399_virtualSpan']"
701,Lex.,,Juan José Martínez de Lexarza y Alday,true,empty,empty,"Alibum Less. , Erato DC. , Kastnera Schultz Bip. ) . 584. Allendea Llav. et Lex. Kf. . ebensträußig , mit ∞reihigen , schmal zungenförmigen ♀ Randbl. ; Blbd. mit kleinen",285,NatürlichePflanzenfamilien_1887_Engler,Juan_José_Martínez_de_Lexarza_y_Alday,"['RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sSpan23628', 'RIDGES_Herbology_Version9.0/Nat%C3%BCrlichePflanzenfamilien_1887_Engler#sTok23629_virtualSpan']"
